REGIONE,categoria B,Azienda,Via,Città,Provincia,STELLE,sito,E-mail,Note
Abruzzo,,Hotel Milano,Via Enrico Berlinguer 1,SAN SALVO - SAN SALVO MARINA,CH,,,milanohotel@tin.it,
Abruzzo,,Hotel San Paolo,Via Ernesto Romani 14,SILVI - SILVI MARINA,TE,,,info@hotelsanpaolosilvimarina.it,
Abruzzo,,Medi Garden Resort,Via Firenze 4,ALBA ADRIATICA,TE,,,info@medigarden.it,
Abruzzo,,Iris,Via Fontana della Difesa,PESCASSEROLI,AQ,,,hotel.iris@tiscali.it,
Abruzzo,,Paradiso,Via Fonte Fracassi 4,PESCASSEROLI,AQ,,,info@albergo-paradiso.it,
Abruzzo,,Impero,Via Fonticella 40,RIVISONDOLI,AQ,,,impero@cyberiasnc.com,
Abruzzo,,Degli Olmi,Via Fossato 8/B,VILLETTA BARREA,AQ,,,hotelolmi@libero.it,
Abruzzo,,Mare Blu,Via Francia 1,PINETO,TE,,,info@hotelmareblu.com,
Abruzzo,,Green Park,Via Fratelli Bandiera,TORTORETO - TORTORETO LIDO,TE,,,info@hgreenpark.com,
Abruzzo,,Hotel Le Sorgenti,Via G. Galilei snc,POPOLI,PE,,,info@hotelesorgenti.it,
Abruzzo,,Cipriani Park,Via Gabriele d'Annunzio,RIVISONDOLI,AQ,,,info@ciprianiparkhotel.com,
Abruzzo,,Marina,Via Galvani 9,ROSETO DEGLI ABRUZZI,TE,,,info@hotelmarina.net,
Abruzzo,,Abruzzo Marina,Via Garibaldi 196,SILVI - SILVI MARINA,TE,,,info@hotelabruzzomarina.it,
Abruzzo,,Miramare,Via Garibaldi Giuseppe 134,SILVI - SILVI MARINA,TE,,,info@miramaresilvi.it,
Abruzzo,,Mion,Via Garibaldi Giuseppe 22,SILVI - SILVI MARINA,TE,,,info@mionhotel.com,
Abruzzo,,Marina,Via Giacomo Matteotti 14,TAGLIACOZZO,AQ,,,info@albergomarina.it,
Abruzzo,,Hotel Olimpia,Via Giovanni Pascoli 18,SILVI - SILVI MARINA,TE,,,info@hotelolimpiasilvi.it,
Abruzzo,,Cirillo,Via Giuseppe Garibaldi 238,SILVI - SILVI MARINA,TE,,,hcirillo@insinet.it,
Abruzzo,,Sabrina,Via Grecale - Contrada San Tommaso 229,VASTO - VASTO MARINA,CH,,,info@hotelsabrina.net,
Abruzzo,,Europa,Via Guglielmo Marconi 15,RIVISONDOLI,AQ,,,info@grandhoteleuropa.net,
Abruzzo,,Victoria,Via Guglielmo Marconi 19,RIVISONDOLI,AQ,,,info@hotel-victoria.net,
Abruzzo,,Vittoria,Via IV Novembre 1,PALOMBARO,CH,,,hotelvittoria@virgilio.it,
Abruzzo,,Caravel,Via Jugoslavia 15,PINETO,TE,,,info@caravelpineto.com,
Abruzzo,,Antagos,Via Lago Trasimeno 8,MONTESILVANO,PE,,,info@hotelantagos.com,
Abruzzo,,Lucia,Via Lampedusa 12,GIULIANOVA,TE,,,albergoristlucia@libero.it,
Abruzzo,,Archi del Sole,Via Largo Porta di Berardo 9,PESCOCOSTANZO,AQ,,,archidelsole@virgilio.it,
Abruzzo,,President,Via Leonardo Da Vinci 19,SILVI - SILVI MARINA,TE,,,info@bertihotel.it,
Abruzzo,,Hotel Corallo,Via Lepanto 47,GIULIANOVA,TE,,,info@corallogiulianova.com,
Abruzzo,,Hotel Parisse,Via Liguria 2,PINETO,TE,,,info@hotelparisse.com,
Abruzzo,,Alba,Via M. Forti 14,PESCARA,PE,,,info@hotelalba.pescara.it,
Abruzzo,,Hotel Fattoria Mare,Via Malta 5,ALBA ADRIATICA,TE,,,info@fattoriamare.com,
Abruzzo,,Esperia,Via Marconi 120,ALBA ADRIATICA,TE,,,info@hotelesperia.net,
Abruzzo,,Giardino,Via Marina 69/71,FOSSACESIA,CH,,,info@hotelgiardino.info,
Abruzzo,,Hotel Prestige,Via Marinelli 102-Montesilvano Marina,MONTESILVANO,PE,,,hotel@hotel-prestige.it,
Abruzzo,,Piccolo Mondo,Via Marinelli 86-Montesilvano Marina,MONTESILVANO,PE,,,htlpiccolomondo@tiscalinet.it,
Abruzzo,,Du Park,Via Marsicana - Strada Statale 83 Km 50,OPI,AQ,,,info@hoteldupark.it,
Abruzzo,,Alba Sporting,Via Martini,ROCCA DI MEZZO - ROVERE,AQ,,,albasporinghotel@tiscali.it,
Abruzzo,,Albergo Stella Ristorante,Via Mazara 18,SULMONA,AQ,,,info@hasr.it,
Abruzzo,,Il Ghiro,Via Mazzini 32,OVINDOLI,AQ,,,hotel-ilghiro@libero.it,
Abruzzo,,Corfù,Via Michetti,PINETO,TE,,,saretus@tin.it,
Abruzzo,,Saint Tropez,Via Michetti 60,PINETO,TE,,,graz@inwind.it,
Abruzzo,,Jean Pierre,Via Michetti 70,PINETO,TE,,,info@hoteljeanpierre.it,
Abruzzo,,Eden Park Hotel,Via Mincio 1,ALBA ADRIATICA,TE,,,hoteleden@advcom.it,
Abruzzo,,Majestic,Via Molise 3,ALBA ADRIATICA,TE,,,info@majestichotel.net,
Abruzzo,,Hotel Velino,Via Montello 9,AVEZZANO,AQ,,,info@hotelvelino.it,
Abruzzo,,Armando's,Via Montenero 15,SULMONA,AQ,,,infoarmandos@libero.it,
Abruzzo,,Montinope,Via Montinope 1,SPOLTORE,PE,,,info@hotelmontinope.it,
Abruzzo,,Green Village,Via Montupoli 143,MIGLIANICO,CH,,,info@greenvillage.abruzzo.it,
Abruzzo,,Maria,Via Morandi 2-Località Borgo Santa Maria,PINETO,TE,,,info@hotelmaria.net,
Abruzzo,,Regis,Via Mulino 6,TURRIVALIGNANI,PE,,,info@hotelregis.it,
Abruzzo,,Panoramic,Via Muracche 147,TORTORETO - TORTORETO LIDO,TE,,,valter.varani@libero.it,
Abruzzo,,Aurora,Via Nazionale 249,ALTINO,CH,,,aurora.hotel@virgilio.it,
Abruzzo,,Villa Gobbi,Via Nazionale 323,CASTELLALTO - CASTELNUOVO VOMANO,TE,,,info@villagobbi.it,
Abruzzo,,Parco degli Ulivi,Via Nazionale 90,PINETO - SCERNE,TE,,,info@parcodegliulivi.net,
Abruzzo,,Claila,Via Nazionale Adriatica 123,FRANCAVILLA AL MARE,CH,,,info@hotelclaila.com,
Abruzzo,,Fabiola,Via Nervi-Lungomare Zara,GIULIANOVA,TE,,,info@hotelfabiola.com,
Abruzzo,,Sagittario,Via Nolfese 2,BUGNARA - TORRE DEI NOLFI,AQ,,,hotelsagittario@virgilio.it,
Abruzzo,,Villa Dragonetti,Via Oberdan 6,L'AQUILA - PAGANICA,AQ,,,info@villadragonetti.it,
Abruzzo,,Joli,Via Olimpica 1,ALBA ADRIATICA,TE,,,info@joli.it,
Abruzzo,,Della Corte,Via Oppieto 11/A,PESCASSEROLI,AQ,,,albergodellacorte@hotmail.it,
Abruzzo,,Smeraldo,Via Pepe 58,TORTORETO - TORTORETO LIDO,TE,,,info@h-smeraldo.it,
Abruzzo,,Novecento,Via per Treglio,LANCIANO,CH,,,htlnovecento@tiscalinet.it,
Abruzzo,,Mille Pini,Via Pescara 2,SCANNO,AQ,,,informazioni@millepiniscanno.it,
Abruzzo,,Cristal,Via Pietransieri 1,ROCCARASO,AQ,,,info@hotelcristal.net,
Abruzzo,,Dragonara,Via Pietro Nenni 208,SAN GIOVANNI TEATINO,CH,,,dragonara@dragonara.it,
Abruzzo,,Bed & Business,Via Po,SAN GIOVANNI TEATINO,CH,,,bed_business@organizzazionedangelo.it,
Abruzzo,,Elena Club Resort,Via Po 1,SILVI - SILVI MARINA,TE,,,info@elenaclubresort.it,
Abruzzo,,Ambra Palace Hotel,Via Quarto dei Mille 28,PESCARA,PE,,,info@hotelambrapalace.it,
Abruzzo,,Ritz,Via Quinto 3,GIULIANOVA,TE,,,info@hotelritz.it,
Abruzzo,,Clipper Hotel Residence,Via Quinto 5,GIULIANOVA,TE,,,info@hotelclipper.com,
Abruzzo,,Ideal,Via Rampa Fiume 15,SILVI - SILVI MARINA,TE,,,info@albergoideal.com,
Abruzzo,,Lory,Via Ranelletti 279,CELANO,AQ,,,info@loryhotel.it,
Abruzzo,,Astor,Via Reno 6,ALBA ADRIATICA,TE,,,info@hotelastor.it,
Abruzzo,,Rivadoro,Via Riva d'Oro 3,MARTINSICURO,TE,,,info@rivadoro.it,
Abruzzo,,Corradetti,Via Riviera 1,CASTEL DI SANGRO,AQ,,,informazioni@albergocorradetti.it,
Abruzzo,,River,Via Roma,CIVITELLA ROVETO,AQ,,,albergo@hotel-river.net,
Abruzzo,,Il Pescatore,Via Roma,VILLETTA BARREA,AQ,,,geampesc@virgilio.it,
Abruzzo,,Stella Alpina,Via Roma 1,VILLALAGO,AQ,,,stellalpinahotel@libero.it,
Abruzzo,,Park Hotel Katia,Via Roma 1,ALFEDENA,AQ,,,hotelparkkatia@tiscali.it,
Abruzzo,,Grande Albergo,Via Roma 21,ROCCARASO,AQ,,,info@grandealbergo.com,
Abruzzo,,Suisse,Via Roma 22,ROCCARASO,AQ,,,info@hotelsuisse.com,
Abruzzo,,Excelsior,Via Roma 27,ROCCARASO,AQ,,,iscolecc@tin.it,
Abruzzo,,Albergo Maiella e delle Terme,Via Roma 29,CARAMANICO TERME,PE,,,info@albergomaiella.it,
Abruzzo,,Tiffany's Hotel,Via Roma 48,ROCCARASO,AQ,,,info@hoteltiffanys.net,
Abruzzo,,Reale,Via Roma 50,ROCCARASO,AQ,,,direzione@hotelreale.com,
Abruzzo,,Corallo,Via Roma 72,PINETO,TE,,,info@hotelcorallo-pineto.it,
Abruzzo,,Dafne,Via Rovereto 12,PESCASSEROLI,AQ,,,info@hoteldafne.com,
Abruzzo,,Il Piccolo Albergo La Rua,Via Rua Mozza 1/3,PESCOCOSTANZO,AQ,,,info@larua.it,
Abruzzo,,Cristall,Via Saas - Fee 2,ROCCA DI CAMBIO,AQ,,,cristallhotel@inwind.it,
Abruzzo,,La Pieja,Via Salita la Croce 1,OPI,AQ,,,lapieja@marsitur.it,
Abruzzo,,Anxanum,Via San Francesco D'Assisi 8,LANCIANO,CH,,,hotelanxanum@tin.it,
Abruzzo,,Sporting,Via San Tommaso 67,VASTO - VASTO MARINA,CH,,,info@hotelsportingvasto.it,
Abruzzo,,Due Monti,Via Sangrina 11,ATELETA,AQ,,,duemonti@bigfoot.com,
Abruzzo,,De Paris,Via Santa Giusta 113/A,LANCIANO,CH,,,hdeparis@tiscali.it,
Abruzzo,,Villa Mon Repos,Via Santa Lucia 2,PESCASSEROLI,AQ,,,villamonrepos@villamonrepos.it,
Abruzzo,,Valle di Venere,Via Santa Maria 5,FOSSACESIA,CH,,,valledivenere@inwind.it,
Abruzzo,,Terrazzo d'Abruzzo,Via Sant'Antonio Abate 29,PALENA,CH,,,hterrazzo@virgilio.it,
Abruzzo,,Hotel Le Gole,Via Sardellino 2,CELANO,AQ,,,info@hotellegole.it,
Abruzzo,,Lago Verde,Via Sarentina 154,BARREA,AQ,,,info@hotellagoverde.it,
Abruzzo,,Delle Rocche,Via Secinaro,ROCCA DI MEZZO,AQ,,,grandhoteldellerocche@aruba.it,
Abruzzo,,Torre del Moro,Via Selva di Moro,CITTA' SANT'ANGELO,PE,,,info@torredelmoro.it,
Abruzzo,,Villa Maiella,Via Sette Dolori 30,GUARDIAGRELE,CH,,,info@villamaiella.it,
Abruzzo,,Leucò,Via Silone 56,MARTINSICURO - VILLA ROSA,TE,,,info@hotelleuco.it,
Abruzzo,,Hotel Centrale,Via Simonetto 5/A,L'AQUILA,AQ,,,info@hotelcentralelaquila.it,
Abruzzo,,Valdirose,Via Sotto i Cerri,CIVITELLA ALFEDENA,AQ,,,hotelvaldirose@virgilio.it,
Abruzzo,,Federico II,Via Strinella,L'AQUILA,AQ,,,info@hotelfedericosecondo.it,
Abruzzo,,Le Ginestre,Via Tavernola 1,ROCCACASALE,AQ,,,info@hotel-leginestre.it,
Abruzzo,,Settebello,Via Tevere 5,MONTESILVANO,PE,,,hotelsettebello@tiscali.it,
Abruzzo,,Sole,Via Thaon di Revel 60,GIULIANOVA,TE,,,hotelsole@duialca.com,
Abruzzo,,Tre Monti,Via Tiburtina Valeria 1,POPOLI,PE,,,info@tremontihotel.it,
Abruzzo,,Al Cavaliere,"Via Tiburtina Valeria Km 67,200",ORICOLA,AQ,,,info@alcavaliere.it,
Abruzzo,,Nuova Fattoria,"Via Tiburtina Valeria Km 68,300-Loc. Carsoli",ORICOLA,AQ,,,nuova.fattoria@tiscali.it,
Abruzzo,,Park,Via Tiburtina Valeria Km 99,TAGLIACOZZO,AQ,,,rollingpark@tin.it,
Abruzzo,,Hotel Olimpia,"Via Tiburtina Valeria Km. 111,200-Cappelle dei Marsi",AVEZZANO,AQ,,,info@hotelolimpia.it,
Abruzzo,,Miramare,Via Tito De Caesaris 8-Uscita PE Nord,CITTA' SANT'ANGELO,PE,,,info@miramarehotel.it,
Abruzzo,,Mazzocca,Via Torre Alta 15,CARAMANICO TERME,PE,,,viwal@inwind.it,
Abruzzo,,Cercone,Via Torre Alta 19,CARAMANICO TERME,PE,,,hotelcercone@hotmail.com,
Abruzzo,,Faggio Rosso,Via Tre Confini,PESCASSEROLI,AQ,,,info@faggiorosso.it,
Abruzzo,,Sole,Via Trentino 4-Montesilvano Marina,MONTESILVANO,PE,,,info@hsole.com,
Abruzzo,,Paradiso Residence Hotel,Via Ugo La Malfa 14,MARTINSICURO - VILLA ROSA,TE,,,info@hotelparadiso.it,
Abruzzo,,Harri's,Via Valignani 219,CHIETI,CH,,,info@hotelharris.com,
Abruzzo,,Il Picchio,Via Valle dell'Oro 2,PESCASSEROLI,AQ,,,ilpicchio@ilpicchio.com,
Abruzzo,,Elodia Relais,Via Valle Perchiana,L'AQUILA - CAMARDA,AQ,,,info@elodia.it,
Abruzzo,,Le Torri,Via Vallone - Corso Roma 4,PESCOCOSTANZO,AQ,,,info@letorrihotel.it,
Abruzzo,,Hotel Atlante,Via Veneto 39,ALBA ADRIATICA,TE,,,info@hotelatlante.it,
Abruzzo,,Gran Sasso,Via Vinciguerra 12,TERAMO,TE,,,hotelgransasso1@virgilio.it,
Abruzzo,,Bocconcino,Via Vittorio Veneto 25,TAGLIACOZZO,AQ,,,info@hotelbocconcino.it,
Abruzzo,,Belvedere,Via XX Settembre 486,AVEZZANO,AQ,,,motelbelvedere@tin.it,
Abruzzo,,Amico,Via XXII Maggio 1944 16,CITTA' SANT'ANGELO,PE,,,info@hotel-amico.it,
Abruzzo,,Mazzocchetti,Via XXII Maggio 1944 73,CITTA' SANT'ANGELO,PE,,,info@hotelmazzocchetti.com,
Abruzzo,,Ambasciatori,Via XXV Aprile,PINETO,TE,,,ambasc@tin.it,
Abruzzo,,Hotel Lisa,Viale Abruzzo 10,PINETO,TE,,,lisahotel@pineto.com,
Abruzzo,,Abruzzo,Viale Abruzzo 2,PINETO,TE,,,hotel.abruzzo@tin.it,
Abruzzo,,Villa Elena,Viale Adriatica 136/138,TORTORETO - TORTORETO LIDO,TE,,,info@hotelvillaelena.it,
Abruzzo,,Vega,Viale Alcione 156,FRANCAVILLA AL MARE,CH,,,lino.ivrio@hotmail.com,
Abruzzo,,Mare Blu,Viale Alcione 159,FRANCAVILLA AL MARE,CH,,,info@marebluhotel.it,
Abruzzo,,Diamante,Viale Alcione 161,FRANCAVILLA AL MARE,CH,,,info@hotel-diamante.it,
Abruzzo,,Punta de l'Est,Viale Alcione 188,FRANCAVILLA AL MARE,CH,,,info@puntadelest.it; alessandra.ticchi@puntadelest.it,
Abruzzo,,Corallo,Viale Alcione 203,FRANCAVILLA AL MARE,CH,,,info@corallohotel.biz,
Abruzzo,,Park Hotel Alcione,Viale Alcione 59,FRANCAVILLA AL MARE,CH,,,info@parkhotelalcione.com,
Abruzzo,,San Marco,Viale Alcione Nord 203,FRANCAVILLA AL MARE,CH,,,info@hotel-sanmarco.net,
Abruzzo,,Nuovo Albergo,Viale Benedetto Croce 13,CHIETI - CHIETI SCALO,CH,,,newhotel@virgilio.it,
Abruzzo,,Ariminum,Viale Carlo Maresca 3,MONTESILVANO,PE,,,ariminum@ariminum.com,
Abruzzo,,Bamby,Viale Castel Mancino 4,PESCASSEROLI,AQ,,,hotel.bamby@tiscali.it,
Abruzzo,,Sport Daniel,Viale Colli dell'Oro,PESCASSEROLI,AQ,,,info@hoteldaniel.it,
Abruzzo,,Pagnani,Viale Colli dell'Oro 5,PESCASSEROLI,AQ,,,h.pagnani@ermes.it,
Abruzzo,,Principe,Viale Dalmazia 124,VASTO - VASTO MARINA,CH,,,info@hotelprincipevasto.it,
Abruzzo,,Caravel,Viale Dalmazia 124,VASTO - VASTO MARINA,CH,,,info@hotel-caravel.com,
Abruzzo,,President,Viale Dalmazia 136,VASTO - VASTO MARINA,CH,,,hpresid@tin.it,
Abruzzo,,San Giorgio,Viale Dalmazia 138,VASTO - VASTO MARINA,CH,,,hotel-san-giorgio@libero.it,
Abruzzo,,Adriatico,Viale Dalmazia 138,VASTO - VASTO MARINA,CH,,,info@hotel-adriatico.it,
Abruzzo,,Twins,Viale Dalmazia 140,VASTO - VASTO MARINA,CH,,,info@hoteltwins.it,
Abruzzo,,Park Hotel Resort,Viale Dalmazia 165,VASTO - VASTO MARINA,CH,,,info@parkhotelresort.it,
Abruzzo,,Gabrì,Viale dei Tigli 3,SAN SALVO,CH,,,ocdame@tin.it,
Abruzzo,,Del Lago,Viale del Lago 202,SCANNO,AQ,,,delago@libero.it,
Abruzzo,,Garden,Viale del Lago 79,SCANNO,AQ,,,info@hotelclubscanno.it,
Abruzzo,,Ede,Viale della Libertà 59,CARAMANICO TERME,PE,,,info@hotelede.it,
Abruzzo,,Iacobucci,Viale della Libertà 7,CARAMANICO TERME,PE,,,info@hoteliacobucci.it,
Abruzzo,,Excelsior,Viale della Rimembranza 19,LANCIANO,CH,,,info@hotelexcelsiorlanciano.it,
Abruzzo,,Carlton Hotel,Viale della Riviera 35,PESCARA,PE,,,info@carltonpescara.it,
Abruzzo,,Park,Viale della Riviera 6,VILLALAGO,AQ,,,park.hotel_scanno@tin.it,
Abruzzo,,Riccione,Viale della Vittoria 257,ALBA ADRIATICA,TE,,,htlriccione@tiscalinet.it,
Abruzzo,,Petite Fleur,Viale dello Sport 5/C,ROCCARASO,AQ,,,info@hotelpetitefleur.com,
Abruzzo,,City,Viale Europa 77,MONTESILVANO,PE,,,htlcity@tiscalinet.it,
Abruzzo,,Sangro,Viale Frentano 91,MOZZAGROGNA,CH,,,hotelsangro@youritaly.com,
Abruzzo,,La Pineta,Viale Gabriele D'Annunzio 193,PINETO,TE,,,hotelpineta@pineto.com,
Abruzzo,,Rendez Vous,Viale Gabriele D'Annunzio 209,PINETO,TE,,,hotelrendezvous@libero.it,
Abruzzo,,Parco delle Rose,Viale Garibaldi Giuseppe 36,SILVI - SILVI MARINA,TE,,,info@parcodellerose.it,
Abruzzo,,Duca degli Abruzzi,Viale Giovanni XXIII 10,L'AQUILA,AQ,,,mail@hda.it,
Abruzzo,,Iris,Viale Iris 5,ROCCARASO,AQ,,,info@hoteliris.eu,
Abruzzo,,Adriatico,Viale Kennedy 10,MONTESILVANO,PE,,,grandhoteladriatico@tin.it,
Abruzzo,,River,Viale Leonardo da Vinci 61,TORTORETO - TORTORETO LIDO,TE,,,info@rivertortoreto.com,
Abruzzo,,La Fenice,Viale Nettuno 125,FRANCAVILLA AL MARE,CH,,,hotel.lafenice@infinito.it,
Abruzzo,,Concordia,Viale Orsini 187,GIULIANOVA,TE,,,qdjrom@rom.it,
Abruzzo,,La Fonte,Viale Petruzzi,CITTA' SANT'ANGELO,PE,,,lafonte@webzone.it,
Abruzzo,,Giardino dei Principi,Viale Petruzzi 30,CITTA' SANT'ANGELO,PE,,,giardinideiprincipi@tin.it,
Abruzzo,,Plistia,Viale Principe di Napoli 28,PESCASSEROLI,AQ,,,info@albergoristoranteplistia.it,
Abruzzo,,Dina's,Viale Regina Elena 119,RIVISONDOLI,AQ,,,info@hoteldinas.it,
Abruzzo,,Hotel Vomano,Viale Risorgimento 87,MONTORIO AL VOMANO,TE,,,hotelvomano@inwind.it,
Abruzzo,,Hotel Maja,Viale Riviera 201,PESCARA,PE,,,hmaja@tin.it,
Abruzzo,,Bellariva,Viale Riviera 213,PESCARA,PE,,,info@hotelbellariva.it,
Abruzzo,,Vincenzella,Viale Roma 21,CARAMANICO TERME,PE,,,albergovincenzella@tin.it,
Abruzzo,,Pesco Falcone,Viale Roma 50,CARAMANICO TERME,PE,,,info@hotelpescofalcone.it,
Abruzzo,,Orsini,Viale Roma 54,CARAMANICO TERME,PE,,,hotelorsini@tin.it,
Abruzzo,,Golfo di Venere,Viale San Giovanni in Venere 42,FOSSACESIA,CH,,,info@golfodivenere.com,
Abruzzo,,La Sirenetta,Viale Sirena 160,TORTORETO - TORTORETO LIDO,TE,,,info@hotellasirenetta.it,
Abruzzo,,Abruzzo,Viale Sulmona 40,CAMPO DI GIOVE,AQ,,,hotelabruzzo@arc.it,
Abruzzo,,Du Parc,Viale Umberto I 6,ATRI,TE,,,duparc@webzone.it,
Abruzzo,,Valentino,Viale Vallone San Rocco 5,ROCCARASO,AQ,,,info@hotelvalentino.com,
Abruzzo,,Hotel Miami,Viale Vibrata,CIVITELLA DEL TRONTO,TE,,,info@hotelmiami.it,
Abruzzo,,Grande Albergo AzzurroVia Asino Herio,,Chieti,CH,,,albergoabruzzo@yahoo.it,
Abruzzo,,Hotel La Maialetta,Passolanciano Maielletta ,Chieti,CH,3,http://www.lamaielletta.it,,
Abruzzo,,Hotel Maximo e Ristorante il Castello,Perano,Chieti,CH,3,http://www.ilcastelloristorante.it/,info@ilcastelloristorante.it,
Abruzzo,,Park hotel Vasto,,Vasto,CH,4,http://www.palacehotelvasto.it/,info@palacehotelvasto.it,
Abruzzo,,Relais Corte dei Tini,,Villa Vomano,TE,,http://www.cortedeitini.com/relais.html,info@cortedeitini.com ,
Basilicata,,Villa Cirigliano,Borgo Panevino 19,TURSI,MT,,,info@hotelvillacirigliano.it,
Basilicata,,Madisan,Contrada Aspro Pertusillo,GRUMENTO NOVA,PZ,,,madisan@libero.it,
Basilicata,,Kiris,Contrada Case Rosse,VIGGIANO,PZ,,,info@hotelkiris.it,
Basilicata,,Borgo la Tana,Contrada Castrocucco 22,MARATEA,PZ,,,htl.latana@tiscali.it,
Basilicata,,Villa del Lago,Contrada Chianizzi,SENISE,PZ,,,villadellago@villadellago.it,
Basilicata,,Eità Palace,Contrada Cugni,VIETRI DI POTENZA,PZ,,,hoteleita@libero.it,
Basilicata,,La Quiete,Contrada Fallacca,TRECCHINA,PZ,,,info@la-quiete.com,
Basilicata,,Miramonti,Contrada Fontanelle,MURO LUCANO,PZ,,,albergo-miramonti@libero.it,
Basilicata,,Degli Argonauti,Contrada Lido di Macchia-Località Marina,PISTICCI,MT,,,hotel@argonauti.com,
Basilicata,,Villa delle Meraviglie,Contrada Ogliastro,MARATEA - FIUMICELLO SANTA VENERE,PZ,,,mail@hotelvilladelledellemeraviglie.it,
Basilicata,,Santantonio,Contrada Pantano,PIGNOLA,PZ,,,albergosantantonio@tin.it,
Basilicata,,San Raffaele,Contrada Pastani 83,CASTELLUCCIO SUPERIORE,PZ,,,hotel.sanraffaele@libero.it,
Basilicata,,Pierfaone,Contrada Pierfaone,ABRIOLA,PZ,,,hotelpierfaone@libero.it,
Basilicata,,Miramonti,Contrada Porcile 25,ROTONDA,PZ,,,cavalierefulvio@interfree.it,
Basilicata,,Eden,Contrada Pozzi - Taverne 30,BRIENZA,PZ,,,hotel-eden@tiscali.it,
Basilicata,,Le Muse,Contrada Torremare,BERNALDA - METAPONTO LIDO,MT,,,hotellemuse@virgilio.it,
Basilicata,,Veteris,Contrada Tusciano 15,VIETRI DI POTENZA,PZ,,,info@hotelveteris.it,
Basilicata,,Callà,Corso Pandosia 15,POLICORO,MT,,,info@hotelcalla.it,
Basilicata,,Grande Albergo Potenza,"Corso XVIII Agosto, 46",POTENZA,PZ,,,info@grandealbergopotenza.it,
Basilicata,,Diamante,Frazione Macchia,FERRANDINA - MACCHIA,MT,,,hotel.diamante@tiscali.it,
Basilicata,,Alpi,Frazione Pietraferrata,LAURIA - PIETRAFERRATA,PZ,,,alpihotel@tiscali.it,
Basilicata,,Convil Hotel,Località Conche,CORLETO PERTICARA,PZ,,,convilhotel@libero.it,
Basilicata,,La Maddalena,Località la Maddalena,ABRIOLA,PZ,,,hotellamaddalena@tiscali.it,
Basilicata,,Il Castello,Località Occhio di Marsico Nuovo,MARSICO NUOVO,PZ,,,ilcastellomarsico@interfree.it,
Basilicata,,Locanda del Palazzo,Piazza Caracciolo 7,BARILE,PZ,,,locandadelpalazzo@libero.it,
Basilicata,,San Giuliano,Piazza Cartoscelli 7,ACCETTURA,MT,,,info@albergosangiuliano.it,
Basilicata,,La Locanda del Duca,Piazza Madre Teresa di Calcutta 1,TRECCHINA,PZ,,,info@lalocandadelduca.it,
Basilicata,,Palace Hotel,Piazza Michele Bianco 12,MATERA,MT,,,info@palacehotel-matera.it,
Basilicata,,Kristall,Piazza Municipio 8,GENZANO DI LUCANIA,PZ,,,hkristall@tin.it,
Basilicata,,Sant'Angelo,Piazza San Pietro Caveoso,MATERA,MT,,,info@hotelsantangelosassi.it,
Basilicata,,Caveoso,Piazza San Pietro Caveoso - Rione Pianelle 26,MATERA,MT,,,info@caveosohotel.com,
Basilicata,,Sacco,Piazzale Lido 1,BERNALDA - METAPONTO LIDO,MT,,,hotel-sacco@palacehotel-matera.it,
Basilicata,,Due Pini,Piazzale Stazione,MELFI,PZ,,,info@hotelduepini.com,
Basilicata,,Bouganville,Strada Provinciale 83,PICERNO,PZ,,,info@hotelbouganville.it,
Basilicata,,Motel Due Palme,"Strada Statale 106 Jonica Km 430,735",SCANZANO JONICO,MT,,,albergo2palme@libero.it,
Basilicata,,Palatinum,"Strada Statale 106 Jonica Km 449,300",BERNALDA - METAPONTO LIDO,MT,,,info@hotelpalatinum.it,
Basilicata,,Forastieri,Strada Statale 106 Km 431,SCANZANO JONICO,MT,,,forastierihotel@tiscali.it,
Basilicata,,Villa Maria,Strada Statale 167,RIONERO IN VULTURE - MONTICCHIO LAGHI,PZ,,,hotelvillamaria@tiscalinet.it,
Basilicata,,Rosablu,Strada Statale 167 Km 11-Località Piano Comune,RIONERO IN VULTURE - MONTICCHIO LAGHI,PZ,,,info@rosabluvillage.it,
Basilicata,,Relais la Fattoria,Strada Statale 303-Località Cavallerizza,MELFI,PZ,,,info@relaislafattoria.it,
Basilicata,,Forliano,"Strada Statale 407 Basentana - Contrada Cupa Km 90,100",BERNALDA,MT,,,hotelforliano@tiscalinet.it,
Basilicata,,Degli Ulivi,Strada Statale 407 Basentana Km 68,FERRANDINA - MACCHIA,MT,,,info@hotelulivi.it,
Basilicata,,La Pace,"Strada Statale 407 Basentana Km 77,500",PISTICCI - PISTICCI SCALO,MT,,,orchidea.latronico@tiscali.it,
Basilicata,,Giubileo,Strada Statale 92,PIGNOLA - RIFREDDO,PZ,,,hgiubile@tin.it,
Basilicata,,Cavaliere Gran Relais,Strada Statale 92,PIGNOLA - RIFREDDO,PZ,,,info@hotelcavalieregr.it,
Basilicata,,San Barbato,"Strada Statale 93 Km 56,300",LAVELLO,PZ,,,hotelsanbarbato@tiscali.it,
Basilicata,,Grand Hotel Garden,Strada Statale 93 Km 75-Località Giardino,BARILE,PZ,,,info@grandhotelgarden.it,
Basilicata,,Dei Castelli,Strada Statale 93 Km 94,FILIANO - ISCALUNGA,PZ,,,hoteldeicastelli@tiscalinet.it,
Basilicata,,Residenza Manicone,"Strada Statale 99 Km 14,690-Località Rondinelle",MATERA,MT,,,info@residenzamanicone.it,
Basilicata,,Park Hotel,Strada Statale Basentana,POTENZA,PZ,,,info@parkhotelpotenza.com,
