email,nome,cognome,nome_azienda
suisse@holiplan.com,,,Suisse
info@elbahotelantares.it,,,Antares
info@hotelmanzi.it,,,Manzi
nazionalevolterra@tiscali.it,,,Albergo Nazionale Volterra
info@hoteldelaville.it,,,De La Ville
info@hotelalberta.it,,,Alberta
info@hotelbixio.it,,,Hotel Bixio
info@hotelmontecristo.it,,,Hotel Montecristo
a.bassi@unapalazzomannaioni.it,,,Una Palazzo Mannaioni
rivadelsole@elbalink.it,,,Riva Del Sole
info@hotelbaiaditalamone.it,,,Hotel Baia di Talamone
hotelfiammetta@live.it,,,Fiammetta
leopoldhot@toscana.it.net,,,Leopolda
info@hotelturandot.com,,,Turandot
info@hotelplaza.it,,,Grand Hotel Plaza & Locanda Maggiore
villa@artimino.com,,,Artimino - Villa Medicea La Ferdinanda
info@hotelbastiani.com,,,Bastiani Grand Hotel
info@albergoserena.it,,,Serena
info@hotelilcaminetto.it,,,Il Caminetto
info@hotelvittoriachianciano.it,,,Hotel Vittoria
info@toscana-ambassador.it,,,Toscana Ambassador
info@crocedimalta.it,,,Hotel Croce di Malta
info@lillyhotel.it,,,Lilly
info@hotelmiramonti-ar.it,,,Miramonti
info@hotelamadei.it,,,Hotel Villa Amadei
info@hotelportafaenza.it,,,Hotel Porta Faenza
info@hotelmanzoni.info,,,Manzoni
info@giardinohotel.com,,,Albergo Giardino
hbrelais@bettojahotels.it,,,Relais Certosa
info@hotelrm.it,,,Hotel Repubblica Marinara - Pisa
boccadarno@tiscalinet.it,,,L'incanto di Boccadarno
info@locandalapieve.it,,,Locanda La Pieve
info@villasansimone.it,,,Villa San Simone
anticoalbergo@termebagnidilucca.it,,,Antico Albergo Terme
info@residencedellenazioni.it,,,Residenza Delle Nazioni
reception@hotelarmonia.it,,,Armonia Srl
minihotelsnc@virgilio.it,,,Mini Hotel
stigliano@hotelmodernosiena.it,,,Relais Borgo di Stigliano
mazzoni@arthotel-milano.it,,,Art Hotel Milano
info@hotelvillaclodia.com,,,Villa Clodia
info@hotelapuana.com,,,Apuana
jandi@data.it,,,Hotel J And J
info@villaromantica.it,,,Villa Romantica di Favilla Emanuele & C. Sas
info@albergoilparco.it,,,Hotel Il Parco
hotelrossana@hotmail.com,,,Hotel Rossana
info@locandalabandita.it,,,Locanda La Bandita
info@hotelrosadeltirreno.it,,,La Rosa Del Tirreno di Landi Maurizio e Maria Luisa Snc
info@hotelrosina.it,,,Hotel Rosina - M & D Srl
info@cavalieridelmare.net,,,Albergo Cavalieri Del Mare
info@residencesantacecilia.it,,,Residenza Santa Cecilia
albergolacasetta@abetone.com,,,Hotel La Casetta
villa.verde@tin.it,,,Pensione Ristorante Villa Verde di Pioli Roberto & C. Snc
info@albergomareblu.com,,,Mare Blu
info@lavillaresort.it,,,Villa Resort
info@atlanticpalace.it,,,Atlantic Palace Hotel
info@mini-hotel.it,,,Mini Hotel
info@scogliobianco.it,,,Hotel Scoglio Bianco Vacanze Mare Elba
info@hotelalbafirenze.it,,,Promotur Srl
locandadelviandante@anghiari.it,,,Locanda Del Viandante
info@hotelcaposud.it,,,Capo Sud
info@albergoniagara.it,,,Niagara
hotelgiappone@hotellivorno.com,,,Albergo Giappone Srl
info@albergominerva.it,,,Minerva
info@hotel-montecarlo.it,,,Hotel Montecarlo
albergo.enrico@tin.it,,,Albergo Ristorante Bar Enrico di Marinelli S. & C. Sas
foresteriafirenze@diaconiavaldese.org,,,C.s.d. Istituto Gould
hotelmarino@libero.it,,,Hotel Marino
ziaseconda@tiscali.it,,,Zia Seconda
info@hotelmaristella.com,,,Maristella
info@hotelbarracudaelba.it,,,Barracuda
info@hoteldonatellofirenze.com,,,Donatello Firenze City
info@hotelathenaeumflorence.com,,,Ristorante Riflessi
booking@hotelexecutivesiena.it,,,Best Western Hotel Executive
info@hotelpanoramico.com,,,Panoramico
info@hotelfiora.it,,,Fiora
info@fontedellagalletta.it,,,Hotel Fonte Della Galletta
info@hoteldegliorafi.it,,,Hotel Degli Orafi - Camera Con Vista Srl
info@lalocandadimontisi.it,,,Locanda di Montisi
info@hermit.it,,,Pardinì S Hermitage Hotel
info@bagnidipisa.com,,,Bagni di Pisa
meridi@elbalink.it,,,Hotel Meridiana
info@hotelcernia.it,,,Cernia
info@truciolini.it,,,Truciolini
h1798-re@accor.com,,,Novotel Firenze Nord Aeroporto
info@hoteldellasignoria.com,,,Hotel Della Signoria
beltramonto@valverdehotel.it,,,Bel Tramonto Residence
casettapulledrari@gmail.com,,,Hotel Casetta De Pulledrari
post@royalvictoria.it,,,Royal Victoria Hotel
romeozanotti@tiscalinet.it,,,Albergo Bel Soggiorno
arenella@hotelarenella.com,,,Arenella
info@hotelsantandrea.com,,,Hotel Sant'andrea
info@hotelcolomba.com,,,Colomba
info@lerotonde.it,,,Hotel Le Rotonde
select.fi@bestwestern.it,,,Best Western Hotel Select
info@hotelalbion.it,,,Albion Srl
info@villasanlucchese.com,,,Villa San Lucchese
ricavo@ricavo.com,,,Tenuta di Ricavo
hotel@parkpalace.com,,,Park Palace
info@termevillaborri.com,,,Hotel Terme Villa Borri
info@relaispoggioborgoni.it,,,Relais Poggio Borgoni
info@elbahotelmarinella.it,,,Marinella
hotelmarinella@elbalink.it,,,Hotel Marinella
info@hotelpanorama.fi.it,,,Hotel Panorama
verdelunarta@yahoo.it,,,Hotel Verde Luna
info@hotelilpomarancio.com,,,Il Geranio
info@lapacemaresca.it,,,Hotel La Pace
info@hotelpuntoverde.it,,,Hotel Punto Verde
pensionelascala@virgilio.it,,,Pensione La Scala
info@carolushotel.com,,,Carolus
info@villabiancahotel.it,,,Villa Bianca Hotel
info@hotelvillapadulella.it,,,Hotel Villa Padulella
villanencini@interfree.it,,,Villa Nencini
info@vecchioasilo.it,,,Hotel Vecchio Asilo
info@hoteldacarlos.it,,,Hotel Da Carlos Snc
villagam@tin.it,,,Villa Gamberaia
info@grandhotelduomo.it,,,Grand Hotel Duomo Srl
info@giardinolepalme.it,,,Hotel Giardino Delle Palme
info@hotelbigallo.it,,,Bigallo
info@larosadeiventimonteserra.it,,,Ristorante Albergo Rosa Dei Venti di Adami Monica e Alessandra Snc
info@hotel-quisisana.com,,,Quisisana
cvillor@tin.it,,,Villa Villoresi
info@manuel-hotels.com,,,Manuel Hotel
info@hotelsottocosta.com,,,Sottocosta
info@hotelgallonero.it,,,Hotel Gallo Nero
villacristina@elbalink.it,,,Villa Cristina
hotel@villaottone.com,,,Villa Ottone
zambelli@hotelparistoscana.it,,,Paris
info@borgodicortefreda.com,,,Hotel Borgo
acarezzo@ac-hotels.com,,,Ac Hotel Arezzo
lavaldana@elbalink.it,,,Villaggio Turistico La Valdana
info@wallart.it,,,Wall Art Hotel
info@hotelfollonica.it,,,Hotel Bella 'mbriana Charme e Relax
info@hotelmassarelli.it,,,Hotel Massarelli
info@arthotel-miro.it,,,Art Hotel Mirò
info@albergorispescia.com,,,Hotel Rispescia
info@villacesi.it,,,Park Hotel Villa Cesi
info@florahotel.eu,,,Flora
info@hotelbelmare.it,,,Belmare
info@hotelilsettebello.com,,,Settebello
silviaagostini@hotmail.com,,,Hotel Stella Del Mare
info@albergorossella.it,,,Albergo Rossella
info@residencegloria.it,,,Hotel Residence Gloria
labussola55@virgilio.it,,,Hotel La Bussola
info@oliverhotel.it,,,Oliver Hotel
info@hoteldeitigli.it,,,Hotel Dei Tigli
info@villaariston.it,,,Villa Ariston
info@hotelroyalviareggio.it,,,Grand Hotel Royal
info@hotelvillaricci.it,,,Hotel Villa Ricci
info@ristoranteminerva.it,,,Ristorante Hotel Minerva
info@hoteltirrenia.it,,,Hotel Tirrenia
info@albergo-bellavista.com,,,Bellavista
massimo@calidario.it,,,Albergo Calidario
info@hotelciritorno.com,,,Hotel Ciritorno
manuelarini@virgilio.it,,,B & B Manuela
info@hotelvillasangiovanni.com,,,Villa San Giovanni
info@villacasalecchi.it,,,Villa Casalecchi
info@corys.it,,,Corys Hotel
info@residencelarocca.com,,,La Rocca Residence
hotellapineta@libero.it,,,Righetti Carolina
solemare2002@yahoo.it,,,Hotel Sole e Mare
info@hotelatlantico.it,,,Atlantico
info@astoriaviareggio.it,,,Hotel Astoria
info@hotelvillaliberty.it,,,Villa Liberty
info@lacosta.it,,,Residenza D'epoca La Costa
info@palaceprato.it,,,Hotel Palace
info@hotelgrifo.it,,,Hotel Il Grifo
info@anticoborgotignano.com,,,Residence Antico Borgo di Tignano
info@ripaverde.it,,,Park Hotel Ripaverde Spa
info@hotelplaza-elba.com,,,Villa Rosa
info@elbavillamare.it,,,Hotel Villa Mare
info@hotelvillakinzica.it,,,Villa Kinzica
info@relaisuffizi.it,,,Hotel Relais Uffizi Srl
info@albergocostaverde.it,,,Costa Verde
info@sangregorioresidencehotel.it,,,Hotel Residence San Gregorio
info@hotelgrappolodoro.it,,,Hotel Grappolo D'oro
info@welcometoelba.com,,,Hotel Montemerlo - Isola D'elba
info@poliziano.it,,,Hotel Il Poliziano
reservation.pisamigliarino@hotelidea.it,,,Bell'italia
info@lecortidimontepitti.com,,,Le Corti di Montepitti
laurus@vivahotels.com,,,Laurus
saintclaire@elbalink.it,,,Saint Claire
info@hotelbostonfirenze.it,,,Hotel Boston
una.montepulcianoovest@unawayhotels.it,,,Unaway Hotel Montepulciano Ovest A1
info@albergosangallo.it,,,Hotel Sangallo
info@hoteldagiacomino.it,,,Da Giacomino
etrusconia@libero.it,,,Hotel Etrusconia
info@hmlivorno.it,,,Hotel Mediterraneo
info@boboba.it,,,Villaggio Boboba
hoteldazeglio@pisaonline.it,,,Hotel D'azeglio - Pisa
info@campaldino.it,,,Hotel Campaldino
info@albergoverrazzano.it,,,Giovanni Da Verrazzano
info@postadelchianti.it,,,Posta Del Chianti
info@locandasantagata.it,,,Locanda S. Agata
info@hotelroyalfirenze.it,,,Royal
giuliahotel@tiscalinet.it,,,Hotel Giulia
info@hotelresidenceesplanade.it,,,Hotel Residence Esplanade
piccoloh@versilia.toscana.it,,,Piccolo Hotel
info@hterme.it,,,Hotel Delle Terme
info@hotelmiramontiabetone.it,,,Miramonti
info@hotelacquarius.it,,,Hotel Acquarius
janice.white@tin.it,,,Al Chicco di Grano
info@hotelalamanni.com,,,Hotel Alamanni
info@hotelverdemare.it,,,Verdemare
info@soggiornopitti.com,,,Soggiorno Pitti
info@hotelbisenzio.com,,,Bisenzio
info@grandhotelpalazzo.it,,,Nh G.h. Palazzo
info@hotelairone.eu,,,Hotel Airone
info@hotelgiovanna.com,,,Hotel Giovanna
info@hotelgrifonefirenze.com,,,Grifone Srl
albergosanmartino@albergosanmartino.it,,,Hotel San Martino
basilea@florenceitaly.net,,,Hotel Basilea
info@inpiazzadellasignoria.it,,,Inpiazzadellasignoria Srl
residence@isolaverde.com,,,Residence Isola Verde
info@villalareggia.com,,,Hotel Villa La Reggia Perondi Hotels Srl
albergoilgiglio@tin.it,,,Albergo Il Giglio
info@hotellaluna.com,,,Albergo La Luna Snc
hotelairone@landinihotels.it,,,Sacchelli
hotel@paradisoalmare.it,,,Paradiso Al Mare
info@hotelnazionale-volterra.it,,,Albergo Ristorante Nazionale di Galletti Giulio Snc
info@hotelazzi.it,,,Hotel Azzi Locanda Degli Artisti
info@grandhotelminerva.com,,,Grand Hotel Minerva Spa
info@pigallehotel.it,,,Hotel Pigalle
info@residencegolfhotel.it,,,Residence Golf Hotel
info@hotelcentro.net,,,Hotel Centro
posta@albergacciocast.com,,,Albergaccio di Castellina
info.pisa@h2c.it,,,H2c Hotel Pisa Pontedera
info@borgomagliano.it,,,Ventaclub Borgo Magliano Resort
hotelatlantico@cretedisiena.com,,,Atlantico Palace Hotel
info@hotellafeluca.it,,,Hotel La Feluca
hotel.cavaliere@tin.it,,,Cavaliere
info@hotelpanamafirenze.it,,,Panama
ilcolleverde@yahoo.it,,,Relais Il Colle Verde
info@hotelfrancesco.com,,,Hotel Francesco - Pisa
mirage@hotelmirage.com,,,Hotel Mirage
hotelromacastiglione@tiscali.it,,,Roma
santostefano@elbalink.it,,,Santo Stefano
direzione@iduepini.it,,,Hotel I Due Pini
info@hotelmillemiglia.it,,,Hotel Mille Miglia
info@hoteliginepri.it,,,I Ginepri
info@hoteldelgolfo.it,,,Hotel Del Golfo
hotelplayaviareggio@tiscali.it,,,Hotel Playa
info@cannondoro.com,,,Albergo Cannon D'oro
cartiera@chiantiturismo.it,,,Hotel La Vecchia Cartiera
info@leduefontane.it,,,Le Due Fontane
info@stellamarina.it,,,Stella Marina
info@hotel-rivadelsole.com,,,Hotel Riva Del Sole
albergosicomoro@libero.it,,,B&b Il Sicomoro
laselvaorsigna@alice.it,,,Hotel La Selva
info@hotelsanmarcolucca.com,,,San Marco
info@hotelastorvictoria.it,,,Astor Victoria
countryhotel@rphotels.com,,,Hotel Country Club Srl
email@villabelvedere.com,,,Villa Belvedere
info@sangalloparkhotel.it,,,Sangallo Park Hotel
mmvgmm@tiscalinet.it,,,Hotel Canarco
sanmichele@ats.it,,,Hotel San Michele
virginiaconti@virgilio.it,,,Ciavatta
welcome@hotelcampese.com,,,Campese
info@hotel-president.net,,,President
info@golfodelsole.it,,,Residence Golfo Del Sole
info@siafvolterra.eu,,,Siaf Scuola Internazionale di Alta Formazione
info@hotelnuovosavi.com,,,Nuovo Savi
info@voguehotel.it,,,Arezzo Vogue Hotel
ilmartellino@tin.it,,,Camping Tahiti
mail@valleorientina.it,,,Hotel-relais Valle Orientina
info@hotelogliera.it,,,Hotel L'ogliera
pitiana@villapitiana.com,,,Villa Pitiana
italy@tuscany-charming.it,,,Hotel I Pini
info@hotel-stazione.it,,,Appartamenti Stazione
info@hoteltamerici.it,,,Grand Hotel Tamerici & Principe
villanencini@sirt.pisa.it,,,Albergo Villa Nencini
hotelvillakinzica@pisaonline.it,,,Hotel Villa Kinzica - Pisa
irangon@tin.it,,,Ermione
info@acacie.it,,,Hotel e Residence Le Acacie
info@hotelchianciano.com,,,Hotel Chianciano
alessandro.dami@tin.it,,,Hotel Italia
info@hotelcasarossa.com,,,Hotel Casa Rossa
villa-gaia@tiscali.it,,,Villa Gaia
info@hotellevolpaie.it,,,Le Volpaie
nizza@galliganihotels.it,,,Nizza Et Suisse
info@hotelmediterraneo.com,,,Mediterraneo Grand Hotel
info@hosteriailmalandrone.it,,,Hosteria Del Malandrone
info@hotelmassimodazeglio.it,,,Massimo D'azeglio
ilcacciatorepoggio@yahoo.it,,,Il Cacciatore
info@rivierablu.it,,,Riviera Blu
hoteldeifiori@virgilio.it,,,Dei Fiori
baccohotel@tin.it,,,Bacco
corfinolabaita@libero.it,,,Hotel La Baita
info@lolahotel.it,,,Lola Piccolo Hotel
info@villaggiopradiso.it,,,Casa Vacanze Villaggio Paradiso
sardi@elbalink.it,,,Da Sardi
info@locandaroma.it,,,Roma
info@ercoliniesavi.it,,,Ercolini & Savi
info@hoteltettuccio.it,,,Grand Hotel Tettuccio
info@hotelbenivieni.it,,,Benivieni
info@arco-naturale.it,,,Albergo Arco Naturale - Country House Ristorante
info@hotel-lara.it,,,Hotel Lara
info@hotelilponte.com,,,Il Ponte
info@hotellucerna.it,,,Lucerna
info@hotelcentralefirenze.it,,,Hotel Centrale
info@vecchiaoliviera.com,,,Vecchia Oliviera
petriolo@ouverture.it,,,Grand Hotel Terme di Petriolo
info@edenparkhotel.it,,,Eden Park Hotel
info@relaishotel.com,,,Hotel Collodi
info@larotondahotel.it,,,La Rotonda
una.versilia@unahotels.it,,,Una Hotel Versilia
info@albergouniverso.com,,,Hotel Universo
hotel.raffaello@libero.it,,,Raffaello
info@approdo.it,,,L'approdo
ritzfdm@versilia.net,,,Ritz Forte Dei Marmi
info@galliapalace.it,,,Gallia Palace Hotel
info@hotel-europa-marliana.com,,,Hotel Europa
info@casafrassi.it,,,Hotel Casafrassi
hotel@hmondial.com,,,Mondial Resort & Spa
info@hoteltornese.com,,,Hotel Tornese
info@hermitagehotel.it,,,Hermitage Hotel
info@sanranierihotel.com,,,San Ranieri Hotel
info@fattoriamaremmana.com,,,Residence Fattoria Maremmana
info@hotelliana.com,,,Liana
albergolacastellana@libero.it,,,Albergo Ristorante La Castellana
info@hoteldafine.it,,,Albergo Da Fine
info@grandhotelimperiale.it,,,Resort Grand Hotel Imperiale
info@albergaccio.com,,,Albergaccio
info@albergolatoscana.191.it,,,Albergo La Toscana
info@chiusarelli.com,,,Chiusarelli
info@hotelvaltorta.it,,,Valtorta
mail@ilburchio.it,,,Albergo Tenuta Il Burchio
info@hotelemma.net,,,Emma
info@hotelsolemassa.com,,,Hotel Sole di Gariboldi Valeria
boschetto@ouverture.it,,,Albergo Ristorante Il Boschetto
hotelolimpia@tin.it,,,Olimpia
info@hoteldivino.it,,,Divino Ristorante
info@hoteltrecolonne.it,,,Hotel Tre Colonne
nhgrandhotelpalazzo@nh-hotels.com,,,Nh Grand Hotel Palazzo
icancelli@icancelli.it,,,Antico Borgo I Cancelli Residence
abacohotel@tin.it,,,Abaco
info@lagigliola.it,,,Fattoria La Gigliola di Piazzini Anna
info@arthotel-museo.it,,,Art Hotel Museo
villaangela@raffaelli.com,,,Raffaelli-villa Angela
vittoria@hotelvittoria.it,,,Grand Hotel Vittoria
info@hotelgoya.it,,,Goya Srl
info@hotelitalia-siena.it,,,Italia
info@classichotel.it,,,Classic Hotel
hotel.victoria@tiscalinet.it,,,Victoria
info@hotelparcodeipini.it,,,Parco Dei Pini
info@hotelcimabue.it,,,Cimabue
infohotelcalzaiolo@virgilio.it,,,Hotel Calzaiolo Sas
info@hotelrexlucca.com,,,Rex
info@casadelgolfo.it,,,Casa Del Golfo
info@hotelsanmarcoarezzo.it,,,Hotel San Marco
info@villabaldelli.it,,,Relais Villa Baldelli
info@verdeoasi.it,,,Hotel Verde Oasi
info@hotelmirage.it,,,Mirage
info@albergoregina.com,,,Regina
borgofrosini@gmail.com,,,Antico Borgo Frosini
anticajohlea@johanna.it,,,Antica Dimora Johlea
hotel.leopolda@tiscalinet.it,,,Hotel Leopolda
info@albergotto.com,,,Albergotto Hotel
info@hotellavilletta.it,,,Hotel La Villetta
info@demyhotel.it,,,Demy Hotel di Demicheli & Poli & C. Snc
info@hotelmiramare.info,,,Miramare
booking@grottagiustispa.com,,,Grotta Giusti Terme
santelisa@libero.it,,,Hotel Ristorante S. Elisa
info@piandercoleresort.it,,,Hotel Ristorante Pian D'ercole Resort
patria@barbettihotels.it,,,Albergo Patria
info@hoteleuropaonline.com,,,Europa Hotel
ilparco@gol.grosseto.it,,,Hotel Il Parco
info@hotelcaladiforno.it,,,Cala di Forno
info@hotelcimabue.com,,,Cimabue
europa@elbalink.it,,,Camping Villaggio Europa
elcarcio@tin.it,,,Hotel Ferdinando Ii Dè Medici
hotel_saracino@tiscali.it,,,Hotel Il Saracino
info@hoteldanila.it,,,Hotel Danila Scaglieri
info@villarodriguez.it,,,Hotel Villa Rodriguez
info@hotelsanpaolochianciano.it,,,Albergo San Paolo
info@hotelalteatro.it,,,Al Teatro
info@locandadellamicizia.it,,,Locanda Dell'amicizia
info@edenrockresort.it,,,Eden Rock Resort Residence
lalanterna@libero.it,,,Hotel La Lanterna
royalpalace@gruppobirindelli.it,,,Royal Palace
info@hotelmonnalisa.it,,,Hotel Monna Lisa
info@hotelalexandravinci.it,,,Hotel Alexandra - La Limonaia Ristorante Srl
info@locandadisanmartinosiena.it,,,Locanda di San Martino
info@hotelnavy.it,,,Hotel Navy
lucaptor@gmail.com,,,Albergo Da Annita
info@ristoranteimperatore.it,,,Albergo Ristorante Imperatore
reservations@hotelsempione.info,,,Soc. Esercizi Alberghieri Fiorentini S.e.a.f. Srl
info@hotelfranceschi.com,,,Franceschi
holidayroomsflorence@hotmail.com,,,Hotel Holiday Rooms
info@rivadelsole.it,,,Riva Del Sole Spa
info@raffaellohotel.it,,,Raffaello
info@albergosonia.com,,,Hotel Sonia
info@hotel-corallo.it,,,Hotel Corallo
info@aviotel.it,,,Aviotel Residence Hotel
info@stmauritiushotel.com,,,Hotel Saint Mauritius
info@universolucca.com,,,Universo
info@grandhotelgolf.it,,,Gestalpi Grand Hotel Golf Srl
info@anticabadia.it,,,Antica Badia
info@borgocasato.it,,,Borgo Casato
poeta@hotelilpoeta.it,,,Hotel Il Poeta
mulino@chiantinet.it,,,L'ultimo Mulino
info@hotellanoce.it,,,Fi.ro. Gestioni Srl
info@hoteliportici.com,,,Hotel I Portici
mfaggiano@hotmail.com,,,Hotel Giotto
luna@lunahotel.net,,,Hotel Luna
santandrea@elbalink.it,,,Sant'andrea
info@hotel-atlantic.it,,,Hotel Atlantic - Il Ristorante
pittipalace@vivahotels.com,,,Pitti Palace
info@parchotel.it,,,Park Hotel
info@albergobologna.com,,,Bologna
info@andana.it,,,L'andana
info@hoteleuropaversilia.it,,,Hotel Europa
calza@calza.it,,,Convitto Ecclesiastico Della Calza
royalvictoriahotel@pisaonline.it,,,Royal Victoria Hotel - Pisa
deltaflorence@virgilio.it,,,Delta Florence
info@hotelrapallofirenze.it,,,Rapallo
info@stilhotel.it,,,Stilhotel
info@tuscanytaly.com,,,Al Parco
info@hoteliltelamonio.com,,,Hotel Il Telamonio
info@hotelapolloversilia.it,,,Apollo
info@albergolosanna.com,,,Hotel Losanna
info@hotelsempione.info,,,Sempione
albergomichela@libero.it,,,B&b Michela
info@hotelbagnilido.com,,,Bagni Lido
info@hotelkaty.com,,,Hotel Katy
ardeahtl@libero.it,,,Ardea
lungarno@lungarnohotels.com,,,Lungarno
info@polvano.com,,,Relais San Pietro In Polvano
info@hotelbretagna.net,,,Hotel Bretagna
royal.lu@bestwestern.it,,,Best Western Grand Hotel Royal
dinobor@tiscali.it,,,Hotel La Rotonda
info@hotelmontebello.it,,,Montebello
info@hotelmodernosiena.it,,,Moderno
info@villasabolini.it,,,Villa Sabolini
info@hoteladua.it,,,Adua & Regina di Saba Wellness And Beauty Snc
info@hotelprivilege.it,,,Hotel Privilege
info@settequerce.it,,,Albergo Sette Querce
info@hotelcucciolo.com,,,Cucciolo
nuovagrosseto@tin.it,,,Nuova Grosseto
info@villailborghetto.com,,,Villa Il Borghetto - Residenza D'epoca
airone@tivigest.com,,,Airone Del Parco e Delle Terme
reception@villabelvederefirenze.it,,,Villa Belvedere
info@hotelparmaeoriente.it,,,Parma e Oriente
albergo_roma@virgilio.it,,,Albergo Roma
info@htperseo.it,,,Il Perseo
info@montapertihotel.com,,,Montaperti Hotel
bellavista@panciolihotels.it,,,Grand Hotel Bellavista Palace & Golf
villa-maria@ftbcc.it,,,Hotel Villa Maria
info@hotelmignon.it,,,Mignon
info@relaisbelvedere.it,,,Belvedere Srl
info@sangallopalace.com,,,San Gallo Palace
info@elbahotelmassimo.it,,,Massimo
lacorte@technet.it,,,Hotel La Corte Dei Papi
info@borgoscopetorelais.it,,,Borgo Scopeto Relais
info@albergomiravalle.com,,,Hotel Miravalle
info@giadapalacelucca.com,,,Giada Lucca Srl
info@ilecci.net,,,Park Hotel I Lecci
info@borgopretale.it,,,Borgo Pretale
hotelroma@pisaonline.it,,,Roma
adriatico.fi@bestwestern.it,,,Best Western G.h. Adriatico
info@hotelpuccini.com,,,Piccolo Hotel Puccini
info@hotelsiesta.it,,,Crismass Srl
info@hotellapace.net,,,Il Bersagliere Dip. La Pace
p.clausi@bcc.tin.it,,,San Paolo
info@albergoangela.com,,,Angela
apelbana@elba2000.it,,,Ape Elbana
info@albergodimurlo.com,,,Di Murlo Dipendenza
residencegolf@versilia.toscana.it,,,Residence Golf
grand.hotel@libero.it,,,Grand Hotel
london.viareggio@tin.it,,,Hotel London
info@hotellastella.it,,,La Stella
hotel@santorotto.it,,,Motel Santorotto
info@cristall-feri.com,,,Cristall
info@albahotel.net,,,Hotel Alba
info@hotelcitta.it,,,Città
dagiancarlo@libero.it,,,Hotel Da Giancarlo
info@torresantaflora.it,,,Torre Santa Flora Resort & Co.
info@trendy-online.com,,,Hotel Trendy
info@campingleginestre.it,,,Villaggio Camping Le Ginestre
mailbox@caladinisportino.it,,,Villaggio Turistico di Nisportino
